100 10000 2175.99
100 50000 6688.08
100 100000 11217.2
100 200000 19333.5
100 300000 27836.6
100 400000 37284.2
100 500000 45311.9
100 600000 51448.3
500 10000 2537.87
500 50000 6874.3
500 100000 11429.7
500 200000 19977.7
500 300000 28807.2
500 400000 37150.9
500 500000 44924.4
500 600000 51223.9
1000 10000 2897.96
1000 50000 7081.95
1000 100000 11859.4
1000 200000 20347.6
1000 300000 28664.4
1000 400000 37428.9
1000 500000 45233.7
1000 600000 52195.5
5000 10000 4149.36
5000 50000 9499.66
5000 100000 13895.1
5000 200000 22898.6
5000 300000 31726.4
5000 400000 40217.6
5000 500000 48181.2
5000 600000 56074.2
10000 10000 4979.88
10000 50000 11348.5
10000 100000 17101.1
10000 200000 26467.6
10000 300000 35232.6
10000 400000 43341.1
10000 500000 51583.4
10000 600000 59680.5
50000 10000 5366.0
50000 50000 19632.5
50000 100000 30145.7
50000 200000 42154.6
50000 300000 53887.7
50000 400000 67469.8
50000 500000 76142.7
50000 600000 86413.0
100000 10000 5368.41
100000 50000 21954.1
100000 100000 36815.6
100000 200000 59102.3
100000 300000 73993.2
100000 400000 87827.8
100000 500000 93666.1
100000 600000 106297.0
500000 10000 5368.41
500000 50000 22634.4
500000 100000 43602.0
500000 200000 81977.8
500000 300000 115257.0
500000 400000 154017.0
500000 500000 182235.0
500000 600000 208034.0
