10 512000 45924.5
10 514000 45999.2
10 516000 45895.2
10 518000 46105.2
10 520000 46697.7
10 522000 46059.4
10 524000 46271.0
10 526000 46512.8
10 528000 46628.7
10 530000 47088.6
100 512000 45967.6
100 514000 46025.5
100 516000 46558.8
100 518000 46509.2
100 520000 46732.6
100 522000 46962.9
100 524000 47308.3
100 526000 47370.7
100 528000 47353.8
100 530000 47504.8
200 512000 44628.6
200 514000 44740.6
200 516000 44849.5
200 518000 45145.0
200 520000 45344.4
200 522000 45611.5
200 524000 45904.8
200 526000 46267.7
200 528000 46474.0
200 530000 46675.0
300 512000 44744.9
300 514000 44927.2
300 516000 45182.5
300 518000 45424.5
300 520000 45650.1
300 522000 45926.1
300 524000 46155.1
300 526000 46323.0
300 528000 46583.2
300 530000 46447.8
400 512000 45367.8
400 514000 45583.1
400 516000 45823.9
400 518000 45896.9
400 520000 46246.8
400 522000 46401.5
400 524000 46595.1
400 526000 46719.3
400 528000 46820.8
400 530000 46907.8
500 512000 46037.5
500 514000 46230.7
500 516000 46404.1
500 518000 46566.6
500 520000 46642.3
500 522000 46751.6
500 524000 46795.9
500 526000 46666.9
500 528000 46694.4
500 530000 46698.2
600 512000 46127.1
600 514000 46399.1
600 516000 46537.3
600 518000 46539.5
600 520000 46397.4
600 522000 46341.4
600 524000 46359.4
600 526000 46389.5
600 528000 46804.5
600 530000 46640.7
700 512000 46308.4
700 514000 46413.4
700 516000 46673.9
700 518000 46551.5
700 520000 46553.9
700 522000 46660.2
700 524000 46656.7
700 526000 46760.5
700 528000 46505.0
700 530000 46683.3
800 512000 46526.2
800 514000 46499.3
800 516000 46528.2
800 518000 46419.7
800 520000 46365.8
800 522000 46443.3
800 524000 46600.2
800 526000 46437.6
800 528000 46550.3
800 530000 46843.1
900 512000 46097.9
900 514000 46365.0
900 516000 46539.8
900 518000 46685.7
900 520000 46889.5
900 522000 47352.3
900 524000 47579.1
900 526000 47704.1
900 528000 47765.4
900 530000 47836.3
